_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
261,22635,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 45)
262,22638,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 46)
263,22639,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 12)
264,22640,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL (  5)
265,22643,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL (  6)
266,22645,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL (  8)
267,22646,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL (  9)
268,32308,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  1)
269,32309,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  2)
270,32310,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  3)
271,32311,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  4)
272,32312,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  5)
273,32313,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  6)
274,32314,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  7)
275,32315,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  8)
276,40440,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 47)
277,40442,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 49)
278,49565,11,Picnic Site,picnic,Picnic Site,None,G. ROSS LORD PARK - Picnic Site (  3)
279,49566,11,Picnic Site,picnic,Picnic Site,None,G. ROSS LORD PARK - Picnic Site (  2)
280,57335,11,Pond,None,Open Water,None,G. ROSS LORD PARK - Open Water (  1)
281,57336,11,Pond,None,Open Water,None,G. ROSS LORD PARK - Open Water (  2)
282,57337,11,Pond,None,Open Water,None,G. ROSS LORD PARK - Open Water (  3)
283,78094,11,Practice Wicket,None,Practice Wicket,None,G. ROSS LORD PARK - Practice Wicket (  1)
284,78095,11,Practice Wicket,None,Practice Wicket,None,G. ROSS LORD PARK - Practice Wicket (  2)
285,78096,11,Practice Wicket,None,Practice Wicket,None,G. ROSS LORD PARK - Practice Wicket (  3)
286,78097,11,Practice Wicket,None,Practice Wicket,None,G. ROSS LORD PARK - Practice Wicket (  4)
287,78098,11,Practice Wicket,None,Practice Wicket,None,G. ROSS LORD PARK - Practice Wicket (  5)
288,849942,11,Picnic Site,picnic,Picnic Site,None,G. ROSS LORD PARK - Picnic Site (  4)
289,849946,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot (  9)
290,850005,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot ( 10)
291,850007,11,Parking Lot,None,Outdoor Parking Lot,None,G. ROSS LORD PARK - Outdoor Parking Lot ( 11)
292,967938,11,Picnic Shelter,picnic,Shelter,None,G. ROSS LORD PARK - Shade Structure
293,10095,12,Practice Wicket,None,Practice Wicket - C,C,CALEDONIA PARK - Practice Wicket
294,17696,12,Ball Diamond,sport,Baseball Diamond Field - C,C,CALEDONIA PARK - SANTO DOMINGO BASEBALL DIAMOND
295,17697,12,Multipurpose Field,None,Multipurpose Field - C,C,CALEDONIA PARK - Multipurpose Field
296,18018,12,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,CALEDONIA PARK - Cricket Pitch Field (  1)
297,18019,12,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,CALEDONIA PARK - Cricket Pitch Field (  2)
298,29315,12,Change Room Facility,None,Changeroom Building,None,CALEDONIA PARK - Fieldhouse
299,29315,12,Fieldhouse,None,Fieldhouse,None,CALEDONIA PARK - Fieldhouse
300,32232,12,Parking Lot,None,Outdoor Parking Lot,None,CALEDONIA PARK - Outdoor Parking Lot (  1)
301,49523,12,Parking Lot,None,Outdoor Parking Lot,None,CALEDONIA PARK - Outdoor Parking Lot (  2)
302,29758,13,Kitchen,room,Kitchen,None,ADAM BECK COMMUNITY CENTRE - Kitchen
303,29958,13,Dressing Room,None,Change Room,None,ADAM BECK COMMUNITY CENTRE - Dressing Room - Female
304,29959,13,Dressing Room,None,Change Room,None,ADAM BECK COMMUNITY CENTRE - Dressing Room - Male
305,41242,13,Gymnasium,gym,Gymnasium - B,B,ADAM BECK COMMUNITY CENTRE - Gymnasium
306,48087,13,Multipurpose Room,room,Room - C,C,ADAM BECK COMMUNITY CENTRE - Multipurpose Room (  1)
307,48088,13,Multipurpose Room,room,Room - C,C,ADAM BECK COMMUNITY CENTRE - Multipurpose Room (  2)
308,48089,13,Multipurpose Room,room,Room - C,C,ADAM BECK COMMUNITY CENTRE - Multipurpose Room (  3)
309,2242,15,Drinking Fountain,None,Drinking Fountain Count,None,HOME SMITH PARK - Drinking Water Source
310,4284,15,Firepit,None,Firepit,None,HOME SMITH PARK - Firepit (  1)
311,4287,15,Picnic Site,picnic,Picnic Site,None,HOME SMITH PARK - Picnic Site (  2)
312,29527,15,Washroom Facility,None,Washroom Building,None,HOME SMITH PARK - Washroom Building
313,57346,15,Pond,None,Open Water,None,HOME SMITH PARK - Open Water
314,132732,15,Firepit,None,Firepit,None,HOME SMITH PARK - Firepit (  2)
315,850084,15,Parking Lot,None,Outdoor Parking Lot,None,HOME SMITH PARK - Outdoor Parking Lot
316,2892,16,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CASSANDRA PARK - Outdoor Tennis Court (  1)
317,2893,16,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CASSANDRA PARK - Outdoor Tennis Court (  2)
318,2894,16,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CASSANDRA PARK - Outdoor Tennis Court (  3)
319,2895,16,Outdoor Tennis Court,None,Outdoor Tennis Court,None,CASSANDRA PARK - Outdoor Tennis Court (  4)
320,32233,16,Parking Lot,None,Outdoor Parking Lot,None,CASSANDRA PARK - Outdoor Parking Lot
321,34382,16,Playground,None,Playground Site,None,CASSANDRA PARK - Playground
322,10451,17,Indoor Pool,pool,Indoor Pool Tank - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Indoor Pool Tank
323,29767,17,Kitchen,room,Kitchen - B,B,ANNETTE COMMUNITY RECREATION CENTRE - Kitchen
324,29997,17,Dressing Room,None,Change Room,None,ANNETTE COMMUNITY RECREATION CENTRE - Dressing Room - Female
325,29998,17,Dressing Room,None,Change Room,None,ANNETTE COMMUNITY RECREATION CENTRE - Dressing Room - Male
326,40823,17,Weight/Cardio Room,None,Room-Fitness/Weight,None,ANNETTE COMMUNITY RECREATION CENTRE - Weight/Cardio Room
327,41259,17,Gymnasium,gym,Gymnasium,None,ANNETTE COMMUNITY RECREATION CENTRE - School
328,47924,17,Multipurpose Room,room,Room - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Multipurpose Room (  3)
329,48107,17,Multipurpose Room,room,Room - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Multipurpose Room (  1)
330,48108,17,Multipurpose Room,room,Room - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Multipurpose Room (  2)
331,1002168,17,Fitness/Dance Studio,None,Room - C,C,ANNETTE COMMUNITY RECREATION CENTRE - Fitness/Dance Studio
332,1002169,17,Gymnasium,gym,Gymnasium - B,B,ANNETTE COMMUNITY RECREATION CENTRE - Gymnasium
333,2656,19,Drinking Fountain,None,Drinking Fountain Count,None,ROSETTA MCCLAIN GARDENS - Drinking Water Source
334,29617,19,Washroom Facility,None,Washroom Building,None,ROSETTA MCCLAIN GARDENS - Washroom Building
335,32435,19,Parking Lot,None,Outdoor Parking Lot,None,ROSETTA MCCLAIN GARDENS - Outdoor Parking Lot
336,41205,19,Picnic Shelter,picnic,Shelter,None,ROSETTA MCCLAIN GARDENS - Shade Structure (  1)
337,2504,20,Drinking Fountain,None,Drinking Fountain Count,None,ALEXANDER STREET PARKETTE - Drinking Water Source
338,17675,21,Multipurpose Field,None,Multipurpose Field,None,BALMY BEACH COMMUNITY RECREATION CENTRE - Multipurpose Field
339,5156,22,Picnic Site,picnic,Picnic Site,None,ROWNTREE MILLS PARK - Picnic Site (  3)
340,5157,22,Picnic Site,picnic,Picnic Site,None,ROWNTREE MILLS PARK - Picnic Site (  1)
341,23045,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 64)
342,23047,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 66)
343,23050,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 69)
344,23053,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 71)
345,23054,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 72)
346,23056,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 74)
347,23057,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 75)
348,23058,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 76)
349,23059,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 77)
350,23063,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 80)
351,23064,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 81)
352,23066,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 83)
353,23069,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 86)
354,23070,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 87)
355,23071,22,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 88)
356,29622,22,Washroom Facility,None,Washroom Building,None,ROWNTREE MILLS PARK - Maintenance Building
357,29622,22,Fieldhouse,None,Fieldhouse,None,ROWNTREE MILLS PARK - Maintenance Building
358,32437,22,Parking Lot,None,Outdoor Parking Lot,None,ROWNTREE MILLS PARK - Outdoor Parking Lot (  1)
359,32438,22,Parking Lot,None,Outdoor Parking Lot,None,ROWNTREE MILLS PARK - Outdoor Parking Lot (  2)
360,32439,22,Parking Lot,None,Outdoor Parking Lot,None,ROWNTREE MILLS PARK - Outdoor Parking Lot (  3)
361,57388,22,Pond,None,Open Water,None,ROWNTREE MILLS PARK - Open Water
362,75043,22,Bottle Filling Station,None,Water Bottle Filling Count,None,ROWNTREE MILLS PARK - Drinking Water Source (  1)
363,10453,24,Indoor Pool,pool,Indoor Pool Tank - B,B,BEACHES RECREATION CENTRE - Indoor Pool Tank
364,30026,24,Dressing Room,None,Change Room,None,BEACHES RECREATION CENTRE - Dressing Room - Female (  1)
365,30027,24,Dressing Room,None,Change Room,None,BEACHES RECREATION CENTRE - Dressing Room - Male (  1)
366,40825,24,Weight/Cardio Room,None,Room-Fitness/Weight,None,BEACHES RECREATION CENTRE - Fitness Centre
367,41267,24,Gymnasium,gym,Gymnasium - B,B,BEACHES RECREATION CENTRE - Gymnasium
368,48125,24,Dressing Room,None,Change Room,None,BEACHES RECREATION CENTRE - Dressing Room - Female (  2)
369,48126,24,Dressing Room,None,Change Room,None,BEACHES RECREATION CENTRE - Dressing Room - Male (  2)
370,48127,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  1)
371,48128,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  2)
372,48129,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  3)
373,48130,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  4)
374,48131,24,Playroom,room,Room - C,C,BEACHES RECREATION CENTRE - Playroom
375,29795,25,Kitchen,room,Kitchen - B,B,DAVID APPLETON COMMUNITY CENTRE - Kitchen
376,47957,25,Multipurpose Room,room,Room - B,B,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  1)
377,48181,25,Multipurpose Room,room,Room - C,C,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  2)
378,48182,25,Multipurpose Room,room,Room - C,C,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  3)
379,5120,26,Picnic Site,picnic,Picnic Site,None,SERENA GUNDY PARK - Picnic Site (  1)
380,5121,26,Picnic Site,picnic,Picnic Site,None,SERENA GUNDY PARK - Picnic Site (  3)
381,24111,26,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 35)
382,36503,26,Washroom Facility,None,Washroom Building,None,SERENA GUNDY PARK - Washroom Building
383,80500,26,Outdoor Chess Table,None,Outdoor Chess Table,None,SERENA GUNDY PARK - Outdoor Chess Table (  1)
384,80501,26,Outdoor Chess Table,None,Outdoor Chess Table,None,SERENA GUNDY PARK - Outdoor Chess Table (  2)
385,10454,27,Indoor Pool,pool,Indoor Pool Tank - C,C,BEDFORD PARK COMMUNITY CENTRE - Indoor Pool Tank
386,29773,27,Kitchen,room,Kitchen,None,BEDFORD PARK COMMUNITY CENTRE - Kitchen
387,30028,27,Dressing Room,None,Change Room,None,BEDFORD PARK COMMUNITY CENTRE - Dressing Room - Male
388,30029,27,Dressing Room,None,Change Room,None,BEDFORD PARK COMMUNITY CENTRE - Dressing Room - Female
389,41269,27,Gymnasium,gym,Gymnasium - B,B,BEDFORD PARK COMMUNITY CENTRE - Gymnasium
390,1981,28,Washroom Facility,None,Washroom Building,None,SUNNYBROOK YARD
391,2842,28,Dogs Off-Leash Area,None,Off Leash Area,None,SUNNYBROOK PARK - Off Leash Area
392,10228,28,Practice Wicket,None,Practice Wicket,None,SUNNYBROOK PARK - Practice Wicket
393,13296,28,Drinking Fountain,None,Drinking Fountain Count,None,SUNNYBROOK PARK - Drinking Water Source (  1)
394,24112,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 36)
395,24113,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 37)
396,24114,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 38)
397,24115,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 39)
398,24117,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 40)
399,24118,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 41)
400,24119,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 42)
401,24120,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 43)
402,24121,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 44)
403,24122,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 45)
404,24123,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 46)
405,24124,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 47)
406,24125,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 48)
407,24126,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 49)
408,24128,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 50)
409,24129,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 51)
410,24130,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 52)
411,24131,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 53)
412,24132,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 54)
413,24133,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 55)
414,24134,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 56)
415,24135,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 57)
416,24136,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 58)
417,24137,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 59)
418,24139,28,Bike Trail,None,Bike Trail,None,WEST DON RIVER TRAIL ( 60)
419,28349,28,Picnic Site,picnic,Picnic Site,None,SUNNYBROOK PARK - Picnic Site (  6)
420,31011,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  1)
421,32467,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  1)
422,32468,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  2)
423,32469,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  3)
424,32470,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  4)
425,32471,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  5)
426,32472,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  6)
427,32474,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  7)
428,32475,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  8)
429,36651,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  1)
430,36652,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  2)
431,36653,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  3)
432,36657,28,Picnic Site,picnic,Picnic Site,None,SUNNYBROOK PARK - Picnic Site (  7)
433,36658,28,Sport Field,sport,Rugby Field - Premier,P,SUNNYBROOK PARK - Rugby Field (  1)
434,36659,28,Sport Field,sport,Rugby Field - Premier,P,SUNNYBROOK PARK - Rugby Field (  2)
435,36661,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  1)
436,36662,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  2)
437,36663,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  3)
438,47122,28,Multipurpose Field,None,Multipurpose Field - Premier,P,SUNNYBROOK PARK - Hockey Field (  1)
439,47123,28,Multipurpose Field,None,Multipurpose Field - Premier,P,SUNNYBROOK PARK - Hockey Field (  2)
440,47124,28,Multipurpose Field,None,Multipurpose Field - Premier,P,SUNNYBROOK PARK - Hockey Field (  3)
441,47125,28,Multipurpose Field,None,Multipurpose Field - Premier,P,SUNNYBROOK PARK - Hockey Field (  4)
442,49535,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot (  9)
443,57398,28,Pond,None,Open Water,None,SUNNYBROOK PARK - Open Water
444,80185,28,Dog Fountain,None,Dog Fountain Count,None,SUNNYBROOK PARK - Drinking Water Source (  2)
445,101363,28,Outdoor Chess Table,None,Outdoor Chess Table,None,SUNNYBROOK PARK - Outdoor Chess Table (  1)
446,101364,28,Outdoor Chess Table,None,Outdoor Chess Table,None,SUNNYBROOK PARK - Outdoor Chess Table (  2)
447,101365,28,Outdoor Chess Table,None,Outdoor Chess Table,None,SUNNYBROOK PARK - Outdoor Chess Table (  3)
448,101366,28,Outdoor Chess Table,None,Outdoor Chess Table,None,SUNNYBROOK PARK - Outdoor Chess Table (  4)
449,132490,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  2)
450,132491,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  3)
451,132492,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  4)
452,132493,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  5)
453,132526,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  6)
454,132527,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  7)
455,132528,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  8)
456,132529,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment (  9)
457,132530,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment ( 10)
458,132531,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment ( 11)
459,132532,28,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,SUNNYBROOK PARK - Outdoor Fitness Equipment ( 12)
460,850026,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot ( 10)
461,850027,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot ( 11)
462,850029,28,Parking Lot,None,Outdoor Parking Lot,None,SUNNYBROOK PARK - Outdoor Parking Lot ( 12)
463,5006,29,Firepit,None,Firepit,None,TAYLOR CREEK PARK - Picnic Site (  4) - Firepit
464,5007,29,Firepit,None,Firepit,None,TAYLOR CREEK PARK - Firepit (  1)
465,5008,29,Firepit,None,Firepit,None,TAYLOR CREEK PARK - Firepit (  2)
466,5009,29,Picnic Site,picnic,Picnic Site,None,TAYLOR CREEK PARK - Picnic Site (  5)
467,5010,29,Picnic Site,picnic,Picnic Site,None,TAYLOR CREEK PARK - Picnic Site (  4)
468,23932,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 16)
469,23933,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 17)
470,23934,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 18)
471,23935,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 19)
472,23937,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 20)
473,23938,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 21)
474,23939,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 22)
475,23940,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 23)
476,23941,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 24)
477,23942,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 25)
478,23943,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 26)
479,23944,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 27)
480,23945,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 28)
481,23946,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 29)
482,23948,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 30)
483,23949,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 31)
484,23950,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 32)
485,23951,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 33)
486,23952,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 34)
487,23953,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 35)
488,23954,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 36)
489,23955,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 37)
490,23956,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 38)
491,23957,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 39)
492,23959,29,Bike Trail,None,Bike Trail,None,TAYLOR CREEK TRAIL ( 40)
